games,wins,losses,goals,opponent_goals,assists,points,shots,shooting_pct,sog,sog_pct,average_goals_per_game,average_opponent_goals_per_game,average_scoring_margin,most_goals_player,most_goals,most_assists_player,most_assists,most_points_player,most_points,most_shots_player,most_shots,most_sog_player,most_sog
22,18,4,332,188,138,470,700,0.474,533,0.761,15.090909090909092,8.545454545454545,6.545454545454546,"Treanor, Kayla",71,"Murray, Alyssa",40,"Murray, Alyssa",104,"Treanor, Kayla",153,"Treanor, Kayla",124
